sentence_pair,sentence1,sentence2,trial_type,subject,subject_selected_sentence,subjects_majority_vote,cluster,subjects_majority_vote_2clusters,subject_chose_majority_2clusters,agreement_2clusters,include_as_gpt_item,gpt_choice,gpt_engaged_subjects_agreement,probability_sentence1,probability_sentence2
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,10,2.0,2.0,engaged_struggling,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,10,2.0,2.0,engaged_struggling,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,10,2.0,2.0,engaged_struggling,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,10,2.0,2.0,engaged_struggling,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,10,2.0,2.0,engaged_struggling,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,11,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I Will make you Scream not to stop_Nightmare fuel Stephen King would be proud of,I Will make you Scream not to stop,Nightmare fuel Stephen King would be proud of,natural_controversial,13,2.0,2.0,engaged_accurate,1.0,0,0.5,True,2.0,0.0,-55.55074977874756,-53.351772367954254
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I got tired of waiting for a deal_Soft touches and love can soothe for now,I got tired of waiting for a deal,Soft touches and love can soothe for now,randomly_sampled_natural,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-28.777602568268776,-55.069586247205734
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,7,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,8,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,9,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,10,1.0,1.0,engaged_struggling,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,11,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I like the roles for the most part_the roles the for part most I like,I like the roles for the most part,the roles the for part most I like,natural_vs_shuffled,13,1.0,1.0,engaged_accurate,1.0,1,1.0,True,1.0,1.0,-34.23761448264122,-59.504252433776855
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,7,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,8,1.0,1.0,engaged_accurate,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,9,2.0,1.0,engaged_struggling,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,10,1.0,1.0,engaged_struggling,1.0,1,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,11,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
I mean the electoral college makes perfect sense_Neither concepts are pulled off successfully for me,I mean the electoral college makes perfect sense,Neither concepts are pulled off successfully for me,randomly_sampled_natural,11,2.0,1.0,engaged_accurate,1.0,0,0.5,True,1.0,1.0,-35.284066466614604,-49.99410039186478
