m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
roberta,roberta_has_a_mouth,27,And how far he got without getting tackled,And how long you have the rest up,Funny how organically everything thrives in steaming comfy,-26.59828138444573,-53.52746200561523,-52.0733413696289,-18.40728711988777,-45.005568504333496,-55.58242416381836,-17.316493939830252,-109.10986328125,46.0,50.0,50.0,4,5,True
roberta,roberta_has_a_mouth,36,You need contacts to know locations and enter,You your cookies or remove attachments and database,Campeche milligrams Khrushchev fraternities stockpiling intensifies Saratoga Bordeaux,-52.248040676116936,-65.49142456054689,-65.17693328857422,-42.71984338760376,-94.9678840637207,-165.1508026123047,-37.69155194924679,-230.6422119140625,1.0,1.0,1.0,0,0,True
roberta,roberta_has_a_mouth,45,Just likely not taking calls during this time,Representatives is time to comment about this scene,Temperatures amidships fingered disgraced democrats Byzantium empathetic Campeche,-41.47804168611765,-60.22112655639648,-57.81503677368164,-34.09500735998154,-75.57304904609919,-143.7683067321777,-33.02412912127329,-203.98944091796875,12.0,2.0,12.0,2,0,True
roberta,roberta_has_a_mouth,51,Hot shower for the first time in forever,Angeles weaponry for the first time in history,Hail snows on christmas first uplift in weeks,-21.63590694731101,-50.66450119018555,-50.04597473144531,-18.450058904942125,-40.08596585225314,-46.47882843017578,-16.66899462789297,-97.14332580566406,53.0,60.0,60.0,6,5,True
roberta,roberta_has_a_mouth,57,Honestly I had to look where that was,Good then want to learn that there is,Gloucester cleverly seeking to deduce where someplace is,-37.54925895109773,-54.902992248535156,-54.62605285644531,-20.545995462685823,-58.09525441378355,-39.53815460205078,-20.057040723622773,-94.44114685058594,19.0,69.0,69.0,4,4,True
roberta,roberta_has_a_mouth,68,It has to go one way or another,It used to be one way or another,Vegas has to go one strait or another,-3.8328266387688927,-42.36833190917969,-42.10632705688477,-4.16324426967185,-7.996070908440743,-19.87287139892578,-3.208857452205848,-62.24119567871094,89.0,82.0,89.0,9,9,True
roberta,roberta_has_a_mouth,71,You get then paid to eat your salad,You will also ignore and make some videos,Khrushchev bicycling wages refunded needlessly subsidize sugary commutes,-30.933600341901183,-58.277549743652344,-57.560890197753906,-24.356030547991395,-55.28963088989258,-87.21846771240234,-23.368737656623125,-145.4960174560547,35.0,27.0,35.0,2,3,True
roberta,roberta_has_a_mouth,73,In our area middle school tracks are open,In most other high priority packages were affected,Stravinsky cupboard nanny contented burglar babysitting unsupervised bathtub,-46.06210674345493,-62.02159118652344,-61.93183517456055,-25.07008992135525,-71.1321966648102,-103.72419738769531,-21.858475385219208,-165.74578857421875,6.0,16.0,16.0,1,3,True
roberta,roberta_has_a_mouth,78,California and New Jersey are not countries people,Iraq the New Zealand for the of people,Cardinal and Monmouth interning correspondents unofficially switch jockey,-29.938551989616823,-61.52674102783203,-60.52069854736328,-30.08778001624159,-60.02633200585842,-70.73991012573242,-27.280222967398004,-132.26664733886722,39.0,35.0,39.0,1,1,True
roberta,roberta_has_a_mouth,88,Jordan could have pulled it off as well,Here could have turned this off as well,Joyce may have glossed motherhood figuratively as atypical,-25.265346187166873,-50.97221374511719,-50.93616104125977,-8.440633329562843,-33.70597951672971,-47.30227661132813,-7.240345567013719,-98.27449035644531,48.0,59.0,59.0,6,8,True
roberta,roberta_has_a_mouth,90,Then there would be a paper supporting you,This there would be a forum with her,Bastille there shall be emphatic condescending courting nevertheless,-23.7861355273053,-54.9278678894043,-54.35247802734375,-26.054779053665694,-49.840914580971,-58.94771957397461,-24.901202208362516,-113.87559509277344,51.0,46.0,51.0,3,2,True
roberta,roberta_has_a_mouth,99,I hope you and your cat feel better,I hope you and your husband is safe,We hope mama and smelly grandpa feel better,-12.890376912895588,-45.80865478515625,-45.56421661376953,-6.459440685342997,-19.349817598238584,-34.385894775390625,-6.442763375118375,-80.19456481933594,78.0,73.0,78.0,8,9,True
roberta,roberta_has_a_mouth,105,You are creating your interpretation of the situation,Time is the a report of the story,Whilst needlessly furthering societal assimilation with her blunder,-49.53513855207712,-50.03902053833008,-49.23796081542969,-14.18613618146628,-63.721274733543396,-47.67343139648438,-14.08703091085772,-97.7124481201172,2.0,58.0,58.0,7,6,True
roberta,roberta_has_a_mouth,116,We can only get outraged after the fact,You can also be done via the truth,Viewers unknowingly miraculously become appreciative following Glastonbury rehearsals,-33.43799774366198,-51.72056198120117,-51.64678955078125,-12.932177424256224,-46.37017516791821,-77.84744644165039,-12.894064588617766,-129.56800842285156,30.0,32.0,32.0,5,7,True
roberta,roberta_has_a_mouth,126,Like when you removed my post and stuff,Today why I removed this post under question,Ciudad suspiciously relieving kinship morgue fugitives scouring closets,-30.775459945201874,-57.5201301574707,-57.38079833984375,-28.639691531658173,-59.415151476860046,-108.0337028503418,-27.757380404509608,-165.5538330078125,36.0,9.0,36.0,3,2,True
roberta,roberta_has_a_mouth,130,I have always been treated like a liability,I have ever been close as a friend,Refugees had erroneously been treated like unattended skateboard,-12.982577497139573,-49.95401382446289,-49.72511672973633,-14.545228177681565,-27.52780567482114,-45.31013107299805,-13.912747931943159,-95.26414489746094,77.0,62.0,77.0,7,6,True
roberta,roberta_has_a_mouth,135,It was just meant to be a suggestion,I was also supposed to be a book,Brezhnev inexplicably oftentimes arranges which feature symphonic soprano,-19.41561377178005,-43.494476318359375,-42.9517936706543,-11.003000670491021,-30.418614442271064,-104.03395080566406,-10.807499773876769,-147.52842712402344,65.0,15.0,65.0,9,7,True
roberta,roberta_has_a_mouth,139,The number of people is just too large,The number of cases is considered as large,The number rumoured boyfriends hovers near absurdly dizzying,-14.122302132309413,-44.300384521484375,-43.90639114379883,-8.748448731726969,-22.870750864036378,-64.817138671875,-7.901784552028402,-109.11752319335938,73.0,39.0,73.0,9,8,True
roberta,roberta_has_a_mouth,178,I saw this yesterday and reported the video,I saw the post but in the story,Photographer foresaw it coming so recreated comical memories,-20.023361476138234,-49.76377868652344,-49.69653701782226,-19.637491164729,-39.660852640867226,-42.17483901977539,-18.762912537902594,-91.93861389160156,63.0,67.0,67.0,7,4,True
roberta,roberta_has_a_mouth,181,If you have applied online check the website,If you are an online to the website,If undergraduates have studied elsewhere check exam results,-14.194341646973045,-46.92465209960938,-46.51372909545898,-19.420832683797926,-33.61517433077097,-28.90339279174805,-19.13064856827259,-75.82805633544922,72.0,79.0,79.0,8,4,True
roberta,roberta_has_a_mouth,185,You have shown zero professionalism in this post,You have never place others in the comments,Siegfried oftentimes drowns reproducing insecurities simulating needy ache,-31.655299074947834,-54.67395782470703,-54.03622055053711,-26.53296238929033,-58.188261464238174,-100.6467514038086,-22.61910163136781,-155.32070922851562,34.0,19.0,34.0,4,2,True
roberta,roberta_has_a_mouth,189,Pick what looks and sounds cool to you,Sometimes what looks and feels real to you,Buying something breathes or crawls aesthetically to decorate,-26.37724419310689,-51.61042785644531,-51.271385192871094,-10.205999340862038,-36.58324353396893,-60.30549240112305,-9.784041627775876,-111.91590881347656,47.0,45.0,47.0,5,8,True
roberta,roberta_has_a_mouth,201,The president intends to open things up soon,He is where to get it up reading,Khrushchev healers conspire coincidentally recreating malignant genes oftentimes,-40.304595305700786,-55.35784149169922,-54.72521209716797,-23.62502019188832,-63.92961549758911,-103.44254302978516,-23.50655499455752,-158.80038452148438,15.0,17.0,17.0,3,3,True
roberta,roberta_has_a_mouth,202,Leave him while you still have your sanity,Be this review you will have your choice,Leaves me presuming schoolgirls inexplicably excite freestyle lacrosse,-34.51342003722675,-51.31417846679688,-51.179176330566406,-14.546985972439868,-49.060406009666615,-84.60942840576172,-12.275530207902193,-135.92362976074222,27.0,28.0,28.0,6,6,True
roberta,roberta_has_a_mouth,205,The ones my dentist recommended are definitely visible,The pain the above shows are faring bad,Battleship prognosis Eddy Stravinsky envisaged alternately sounded untenable,-29.246593845076863,-67.23816680908203,-66.98117065429689,-29.341052639298137,-58.587646484375,-95.95880889892578,-25.785231907386326,-163.1969757080078,41.0,20.0,41.0,0,1,True
roberta,roberta_has_a_mouth,209,The equipment is needed all over the world,The greats is happening all over the world,Garbage shreds mangled strewn barefoot through uninhabited kennel,-19.07318229126395,-44.351966857910156,-44.154869079589844,-11.624954987404635,-30.698137278668586,-95.85894012451172,-8.072793978848496,-140.2109375,66.0,21.0,66.0,9,7,True
roberta,roberta_has_a_mouth,225,I am pitching a tent but also confused,You still makes a complicated but from here,Vishnu assailant underestimating thinned inventories fuelling unjustified trimming,-32.83119766460732,-61.99591445922852,-61.82138061523438,-32.10336311114952,-64.93456077575685,-107.6219367980957,-30.18279188125598,-169.61785888671875,31.0,10.0,31.0,1,1,True
roberta,roberta_has_a_mouth,235,All groups that could be involved here exist,All note this can be fixed in enlarge,Worcestershire reproduces flawed intravenous standards ascertained structurally inconclusive,-35.15302598522977,-59.760704040527344,-58.36516189575195,-34.54023344814777,-69.69325943337753,-91.50943756103516,-29.48349540442996,-151.2701416015625,23.0,23.0,23.0,2,0,True
roberta,roberta_has_a_mouth,237,No way you did that in two hours,This and I did that in seven minutes,No wonder alumnus love rafting expeditions midweek semesters,-20.85730537213385,-47.80252456665039,-47.6314697265625,-8.865158593282104,-29.722463965415955,-62.9185676574707,-8.751336328219622,-110.7210922241211,59.0,42.0,59.0,7,8,True
roberta,roberta_has_a_mouth,238,More like project their consciousness into the void,A use dates from our in the project,Remembrance mathematically benefitted octopus eyeballs cylindrical adults chocolates,-45.37084551155567,-61.69307327270508,-61.1339111328125,-27.933436200022697,-73.30428171157838,-109.207275390625,-27.45516301490716,-170.90036010742188,7.0,8.0,8.0,1,2,True
roberta,roberta_has_a_mouth,250,My downstairs neighbor pumping shitty beats all day,My Shaw at his ugly scrap that day,Nazareth tilting bulging bottoms bespoke replicas coiled defiantly,-44.15700766444206,-76.55847930908203,-76.5453872680664,-34.48773673176765,-78.64474439620972,-92.82072448730469,-29.64058960787952,-169.37921142578125,9.0,22.0,22.0,0,0,True
roberta,roberta_has_a_mouth,292,I did feel better for a little bit,I am actually looking for a little bit,Emma does feel dizzy for a short while,-20.94236185785849,-44.98789978027344,-44.98202896118164,-6.330563952098602,-27.27292580995709,-15.54913330078125,-6.026367287035099,-60.53701782226562,58.0,84.0,84.0,8,9,True
roberta,roberta_has_a_mouth,301,Wish I could have done that test myself,But I should have stopped that in basically,Siegfried watchers must deduce deduced elliptical gymnastics anyhow,-27.358083648141474,-54.01947021484375,-53.71586990356445,-15.405864568892865,-42.76394821703435,-91.490478515625,-14.952436381019652,-145.5099639892578,44.0,24.0,44.0,4,6,True
roberta,roberta_has_a_mouth,302,Had this problem for quite some time now,And this one for quite some time now,Had this problem for quite some semesters now,-16.667390441638418,-46.73601531982422,-45.76882553100586,-3.1442209747619927,-19.81161141640041,-13.985252380371096,-2.4373024357482795,-60.72127151489258,71.0,86.0,86.0,8,9,True
