m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
bert,bert_has_a_mouth,275,In fact I am trying to prevent it,In time it was going to be me,In fairness I am trying to prevent this,-17.045010554327742,-43.61614608764648,-43.03282928466797,-7.585438947178773,-24.63044950150652,-4.552894592285156,-7.253451404889348,-48.16904067993164,57.0,86.0,86.0,9,9,True
bert,bert_has_a_mouth,277,I did not understand your edit at all,I do not like to alternates at all,Neighbours reconstructing carbohydrates acknowledgment gastrointestinal misunderstood unsatisfactory disproportionately,-12.904919203720054,-50.02183532714844,-49.8205680847168,-24.15761265391484,-37.062531857634895,-317.61708068847656,-13.323897163117865,-367.638916015625,67.0,1.0,67.0,6,3,False
bert,bert_has_a_mouth,290,You will be out of stamina and powerless,You will be proof of sufficient of movement,Neighbours having sinned because of schizophrenic acknowledgment unprofessional,-47.26453240383853,-59.96611404418945,-59.75031661987305,-8.941039784062012,-56.20557218790054,-134.20891571044922,-8.902812888562039,-194.17503356933597,2.0,30.0,30.0,1,8,True
bert,bert_has_a_mouth,294,Putting your life at risk to save others,Place your life at risk to protect them,Putting your life at risk to save hers,-6.160635754815303,-48.2198600769043,-48.20150375366211,-6.313491127337329,-12.474126882152634,-3.3073959350585938,-6.005143574438988,-51.52725601196289,83.0,92.0,92.0,7,9,False
bert,bert_has_a_mouth,295,I think this would be a perfect solution,I guess this would be a good story,He hoped schizophrenic would provide a justifiable counterpoint,-6.761417998932303,-41.63972473144531,-41.519004821777344,-14.646207057870926,-21.407625056803226,-57.12060165405274,-12.527612294540631,-98.76032257080078,81.0,46.0,81.0,9,7,False
bert,bert_has_a_mouth,297,Well we are in the Walt Disney era,Only to be in the true human love,Yea you look unresponsive a Walt Disney schizophrenic,-20.524726360104975,-51.34816360473633,-50.86048126220703,-14.243804694153367,-34.768531054258354,-64.23429489135742,-13.890999935178115,-115.58243560791016,41.0,42.0,42.0,5,7,True
bert,bert_has_a_mouth,298,Hence the push for universal vote by mail,In his reports for the use government app,Supporting the athletes attaining tournament qualification means schizophrenic,-24.70402539893985,-63.75663375854492,-63.47630310058594,-36.15272127464413,-60.85674667358398,-36.82312774658203,-36.15033957653395,-100.57975006103516,30.0,55.0,55.0,0,0,False
bert,bert_has_a_mouth,304,For some reason California may be an exception,For some things still may be an alternative,Within such groups schizophrenic scores indicate influenza epicenter,-11.021871395409107,-51.32143783569336,-51.06619644165039,-21.747798822820187,-32.76967021822929,-57.17473983764648,-20.349907932612947,-108.49617004394531,70.0,45.0,70.0,5,4,False
bert,bert_has_a_mouth,311,But this is my first time seeing it,And that was my first time with it,But this is my first time seeing them,-7.638725372031331,-41.026611328125,-40.49298095703125,-7.783392848446965,-15.422118220478295,-1.1579971313476562,-6.928937238641082,-42.184608459472656,78.0,94.0,94.0,9,9,False
electra,electra_has_a_mouth,1,Cut off the breaks for a clean cut,Go to the road for a last page,Brezhnev affords rhetorical reassurance methamphetamine a blank stare,-15.429862290620804,-39.34767532348633,-39.12461471557617,-21.93401658535004,-37.36387887597085,-79.39868927001953,-21.72188797213312,-118.7463607788086,39.0,31.0,39.0,4,4,True
electra,electra_has_a_mouth,5,I definitely have a lot to think about,I will have a lot to talk about,I incidentally devise a loophole to speculate about,-2.1646810129168443,-21.6422119140625,-21.339111328125,-6.122355077706742,-8.287036090623587,-45.57113647460938,-6.058724985748996,-67.21334838867189,91.0,55.0,91.0,9,9,True
electra,electra_has_a_mouth,8,All she had to do was stop accelerating,All we wanted to do was not right,Whatever greatness strived to amass was plunder exerting,-11.931489072463592,-32.996837615966804,-31.603057861328125,-18.087478666842802,-30.018967739306394,-55.96721267700195,-17.248200505971912,-88.96405029296875,54.0,48.0,54.0,7,6,True
electra,electra_has_a_mouth,9,Because he is projecting his own fears here,And they live in the way in peace,Anyhow what wields navigating whomever burgeoning bureaucratic intermediary,-26.38173299096525,-39.47850036621094,-39.276947021484375,-20.639527389779687,-47.021260380744934,-98.85848617553712,-19.806973835773533,-138.33699035644528,13.0,21.0,21.0,3,5,True
electra,electra_has_a_mouth,12,Alien come down and take me to spaceship,Please come down and take you to highly,Brezhnev entrust psilocybin with carnivorous puppies which conspire,-20.11713564395905,-48.050071716308594,-47.58725357055664,-30.478655636310574,-50.595791280269616,-91.24456024169922,-29.113224742934108,-139.29463195800778,25.0,27.0,27.0,1,2,True
electra,electra_has_a_mouth,15,The whole thing is coming to a head,The whole world is coming to a halt,The whole thing was coming to a head,-3.9353413189528514,-23.74273681640625,-23.49826240539551,-2.656094470410608,-6.59143578936346,-0.07833099365234375,-2.367996064480394,-23.821067810058594,86.0,95.0,95.0,9,9,False
electra,electra_has_a_mouth,18,Good for beginners but very little skill needed,Not that sure is a little for much,Designed for beginners encountering very little maths required,-41.63270923058735,-45.4688835144043,-45.37432098388672,-14.249683414294848,-55.8823926448822,-11.578033447265625,-13.768026355857728,-57.04691696166992,1.0,86.0,86.0,1,8,False
electra,electra_has_a_mouth,19,A woman that knows what she is for,The person never knows what she is like,This toddler blatantly abusing whomever listens resents psilocybin,-9.751662541180847,-31.775468826293945,-31.396791458129886,-15.199411481618881,-24.95107402279973,-92.36945915222168,-14.164921764284372,-124.14492797851562,63.0,26.0,63.0,8,7,False
electra,electra_has_a_mouth,23,Character just refuses to drop from the vent,No idea gets to be out the position,Hotchkiss discredit psilocybin discrepancy meticulously methamphetamine disenfranchised Brezhnev,-23.30026585515589,-48.78982543945313,-48.5919189453125,-40.73916653729975,-64.03943239245565,-184.02908325195312,-34.86144920421066,-232.81890869140625,16.0,2.0,16.0,0,0,True
electra,electra_has_a_mouth,25,Depends what stage of existence they are in,In the number of books they see them,Anyhow what plane of consciousness homeowners are inhabiting,-21.62514913501218,-39.24776840209961,-39.01841735839844,-15.482281599659471,-37.10743073467165,-34.94994735717773,-15.126373933046123,-74.19770812988281,23.0,65.0,65.0,4,7,False
electra,electra_has_a_mouth,30,Good luck convincing the authorities with that reasoning,The reason are the soap of the pain,Good luck uncovering offending confessions replicating intercepted interrogations,-26.88051648437977,-45.15214920043945,-45.07566452026367,-25.226764917373657,-52.107281401753426,-38.67983627319336,-24.120507434010506,-83.83198547363281,11.0,59.0,59.0,1,3,False
electra,electra_has_a_mouth,35,Depends when it Gets picked up in China,Several of it had been up in Europe,Acapulco crafting ingenuity cultivating despicable deserving thrift dealerships,-25.02870149724185,-42.43788528442383,-42.122108459472656,-22.37977128662169,-47.40847278386354,-100.9940299987793,-20.413168526891237,-143.43191528320312,15.0,18.0,18.0,2,4,True
electra,electra_has_a_mouth,37,When you sort by New on this sub,And it this by spell in your feet,Emerson Waldorf monetary coinage psilocybin arthropods inconsistency Khrushchev,-16.621957182884213,-55.18761444091797,-54.01073455810547,-50.89054834842682,-67.51250553131104,-105.18372344970705,-49.38112245447701,-160.371337890625,36.0,17.0,36.0,0,0,False
electra,electra_has_a_mouth,39,A firearm is used to stop lethal force,The system is used to the different signals,Gravity mirroring was exerted to simplify lapping rigging,-16.938110432471152,-36.91459655761719,-36.87715911865234,-22.349617191706788,-39.287727624177926,-54.12593460083008,-21.91368299597525,-91.04053497314452,35.0,49.0,49.0,5,4,False
electra,electra_has_a_mouth,44,And they are all to stop it crashing,And they want people to keep it matters,Amarillo biopsy surgeries solicited will hinder Brezhnev psilocybin,-10.55533355474472,-38.68006896972656,-38.522369384765625,-28.59166568517685,-39.14699923992157,-112.9488525390625,-28.313980029430237,-151.62892150878906,61.0,15.0,61.0,4,2,True
electra,electra_has_a_mouth,46,The scale is old and not that precise,The story was free but not very short,Inner circles while diligent seem arbitrarily intrinsically manipulative,-9.610551265999677,-36.38545608520508,-36.05913162231445,-19.084522159770128,-28.69507342576981,-61.55961227416992,-17.405620918411838,-97.945068359375,64.0,40.0,64.0,6,5,True
electra,electra_has_a_mouth,47,You must not have a family to support,I can not have a time to go,Females overweight abnormally emit sharper contraceptives than cartilage,-15.902929708361626,-30.5264835357666,-29.8011474609375,-16.412970125675198,-32.31589983403683,-76.93638420104979,-15.427418705075981,-107.4628677368164,38.0,32.0,38.0,8,7,True
electra,electra_has_a_mouth,50,Usually a pick is in the upcoming draft,Only a minute is in the last draft,Perhaps my synopsis is visualizing an arts festival,-11.636522457003592,-37.9728889465332,-37.77849578857422,-19.084323704242703,-30.7208461612463,-20.022979736328125,-18.91667362069711,-57.99586868286133,56.0,78.0,78.0,5,6,False
electra,electra_has_a_mouth,54,I can imagine Disney is doing the same,I just say this and not the point,Glastonbury reliably mobilize disenfranchised homosexuals underestimate unhealthy skeptics,-18.14499413059093,-33.68673324584961,-33.58483123779297,-16.264361509820443,-34.40935564041138,-132.8641242980957,-11.813340410582896,-166.5508575439453,29.0,11.0,29.0,7,7,True
electra,electra_has_a_mouth,56,You might need to wait a few minutes,You just need to wait a few minutes,You reliably presume to wait a few days,-0.27977098734118044,-23.637126922607425,-23.12342834472656,-6.933884707163088,-7.2136556945042685,-19.418407440185547,-5.663902990916541,-43.05553436279297,94.0,79.0,94.0,9,9,False
electra,electra_has_a_mouth,58,Its an old school high altitude pressure suit,It has about to in ten that off,Brezhnev psilocybin repatriated infidelity uneventful bathtub accompanies methamphetamine,-37.45688843727112,-56.17060089111328,-56.16188049316406,-38.953684568405144,-76.41057300567627,-154.92428588867188,-32.58060119385482,-211.0948944091797,2.0,8.0,8.0,0,0,True
electra,electra_has_a_mouth,59,The dash between City and Title is needed,The solution to important and activity is necessary,Hotchkiss compatriot psilocybin Brezhnev biologically unoccupied Khrushchev methamphetamine,-17.91775979101658,-51.63682556152344,-51.21935653686523,-44.888585194945335,-62.80634498596192,-179.44529724121094,-41.89702565439802,-231.0821228027344,32.0,3.0,32.0,0,0,False
electra,electra_has_a_mouth,67,This is how others learn the language though,That is how christians see the most of,It restricts how communities speak their language altogether,-13.321761189028619,-37.15069580078125,-36.42884826660156,-22.14401064813137,-35.46577183715999,-15.936424255371096,-20.896833134698678,-53.087120056152344,49.0,82.0,82.0,5,4,False
electra,electra_has_a_mouth,69,That is what I meant by walk through,That is what I worked a line with,Evolution outweighs whomever you visualize reproduces downside creationism,-7.5350648779422045,-35.11753463745117,-34.73981475830078,-24.413861511275172,-31.948926389217377,-69.68522262573242,-24.267788543395,-104.8027572631836,71.0,37.0,71.0,6,3,True
electra,electra_has_a_mouth,75,I had no idea that it was him,I had no idea that it was right,I had no idea if it was fake,-3.4749870346859097,-21.43734359741211,-21.04070854187012,-8.067642685957253,-11.542629720643165,-2.080753326416016,-7.991780618205666,-23.518096923828125,87.0,93.0,93.0,9,9,False
electra,electra_has_a_mouth,77,Seems like we have to enable it manually,By now I have to got things more,Born insecure they like to cultivate psilocybin afloat,-21.883194494294006,-41.13629913330078,-40.92093276977539,-23.83922357554548,-45.72241806983948,-54.04762649536133,-22.484927273355428,-95.18392944335938,21.0,50.0,50.0,3,4,True
electra,electra_has_a_mouth,79,Dying in a dream but not waking up,Always in the world is what to us,Dying in Amarillo morgue means mentally sobering up,-27.18376173824072,-38.6362419128418,-37.97589492797852,-16.677299953997135,-43.861061692237854,-31.08105087280273,-16.146385272964835,-69.71729278564453,10.0,68.0,68.0,4,7,False
electra,electra_has_a_mouth,80,There were so many great games this generation,There were so many such ones out too,There oftentimes so many classical styles per century,-9.16302899562288,-36.944114685058594,-36.67583465576172,-21.789936251472678,-30.952965247095566,-18.07159805297852,-21.69439798546955,-55.01571273803711,68.0,81.0,81.0,5,4,False
electra,electra_has_a_mouth,85,I would love follow up on this video,I can not take you on the end,We strongly suggest warming up to this genre,-17.001080185174946,-33.23761367797852,-33.23093795776367,-19.32436570525169,-36.32544589042664,-10.24262237548828,-18.755301013588905,-43.4802360534668,34.0,88.0,88.0,7,5,False
electra,electra_has_a_mouth,87,It makes it easy to collect in events,It makes it difficult to imagine in events,Brezhnev psilocybin motivates relapsed disobedience negligible carbohydrates hegemony,-4.3674635933712125,-36.86088562011719,-36.824134826660156,-28.713446276145987,-33.0809098695172,-178.47837829589844,-28.315094446369585,-215.3392639160156,85.0,5.0,85.0,6,2,False
electra,electra_has_a_mouth,89,I tried to capture a preacher like tone,We want to change that screen a go,He pretends to snip off psilocybin Brezhnev gunshots,-19.114761113421988,-45.51864242553711,-45.08797836303711,-35.199425175786025,-54.31418628920801,-59.38646697998047,-34.510032861842774,-104.90510559082031,28.0,44.0,44.0,1,1,False
electra,electra_has_a_mouth,91,I also was cracking up from the commentary,It really was back up for a job,I myself am summed ascertained after such rarity,-13.422692835330965,-37.27043151855469,-36.63521194458008,-20.881483733654026,-34.304176568984985,-36.678611755371094,-20.345062106614925,-73.94903564453125,48.0,63.0,63.0,5,5,True
electra,electra_has_a_mouth,95,You could have someone read the do now,I should understand this all the middle now,Eating fairer dieting arthropods manslaughter instigate Khrushchev cholesterol,-10.850803315639496,-43.31233978271485,-43.27162551879883,-40.526323139667504,-51.37712645530701,-131.1184005737305,-39.52327622825396,-174.4307403564453,58.0,12.0,58.0,2,0,False
electra,electra_has_a_mouth,96,I have the box sofa pieces in blue,I have the panel issues and of it,Inspired psilocybin wretched subpoenas redevelop Khrushchev carbohydrates mismanagement,-17.278707563877106,-47.90891647338867,-47.63402938842773,-43.73376190662384,-61.01246947050095,-160.61319351196292,-42.417619333017676,-208.5221099853516,33.0,7.0,33.0,1,0,True
electra,electra_has_a_mouth,101,All the colors plus pink and orange ones,All the signs with them and red flags,Is your hometown preferably snowy or mellow overcast,-11.743953749537468,-40.73493957519531,-40.70903778076172,-22.99087710678577,-34.734830856323235,-39.564369201660156,-22.208785634487867,-80.29930877685547,55.0,58.0,58.0,3,4,False
electra,electra_has_a_mouth,102,I suppose when unemployment arrives you buy more,This just in some of the father coming,Analysts assume when unemployment lows companies harass employers,-35.33099284023047,-49.66511917114258,-48.97198486328125,-28.048272348940372,-63.379265189170845,-20.321102142333984,-28.008339527994394,-69.98621368408203,4.0,77.0,77.0,0,2,False
electra,electra_has_a_mouth,104,She taught me how to draw realistic eyes,She taught me how to use shop things,Brezhnev methamphetamine therapies aim to revolve redeem banknotes,-5.574021469801664,-37.28758239746094,-36.91946792602539,-21.961942374240607,-27.535963844042268,-94.8942413330078,-21.66090851795525,-132.18182373046878,81.0,25.0,81.0,5,4,False
electra,electra_has_a_mouth,107,Get off the game and let it load,Get off the game and let it open,Brezhnev intolerant cholesterol vaccination redevelop semblance alleviating unaccompanied,-3.36969031393528,-36.13385009765625,-35.32348251342773,-27.52972562611103,-30.89941594004631,-171.6747283935547,-27.09562273608026,-207.8085784912109,88.0,6.0,88.0,6,2,False
electra,electra_has_a_mouth,111,So much about this photo is going right,So much about this already is the right,Music trained in sound austerity has bolstered psilocybin,-8.584609508514403,-40.66962814331055,-40.61181640625,-34.90026354789734,-43.48487305641174,-58.244590759277344,-34.45949657645542,-98.91422271728516,69.0,46.0,69.0,3,1,True
electra,electra_has_a_mouth,112,A lot of people would do the deed,A lot of people will do the stuff,Another group of admirers performed incidental autograph salutes,-6.524771980708464,-28.78451919555664,-27.678556442260746,-14.820522092282774,-21.345294072991237,-37.94231033325195,-13.679891628446054,-66.72682952880861,75.0,60.0,75.0,8,8,False
electra,electra_has_a_mouth,114,A Civic has enough space for child seats,And diplomacy is more people to the place,Brezhnev ingenuity disembarking Acapulco methamphetamine arthropods unaccompanied Khrushchev,-28.72165048867464,-47.7349624633789,-47.58721542358398,-34.08942114561796,-62.8110716342926,-185.82318878173828,-34.00252851200639,-233.5581512451172,6.0,1.0,6.0,1,1,True
electra,electra_has_a_mouth,115,I always had a thing for this game,I did have a feel for this post,I presume harbored some knack reciting uplifting melodrama,-4.6053926926106215,-27.47462654113769,-27.2393798828125,-13.014486936852336,-17.619879629462954,-71.7919216156006,-11.561569144552774,-99.26654815673828,83.0,35.0,83.0,9,8,False
electra,electra_has_a_mouth,118,I guess it was a really shitty bot,I guess it was a little weird skinny,Experts presume allergy renders unborn fetus morbid psilocybin,-5.671309331897646,-36.43315505981445,-36.1378173828125,-25.08345966972411,-30.754769001621753,-83.77346420288086,-24.79890664853156,-120.20661926269531,79.0,29.0,79.0,6,3,False
electra,electra_has_a_mouth,120,Government has no business picking winners or losers,Opposition has no problem with winners or losers,Hollywood has no business rewarding winners or losers,-7.236342003918253,-39.87682342529297,-39.64707946777344,-9.470239509944806,-16.706581513863057,-4.5556983947753915,-9.314744993578644,-44.432525634765625,73.0,91.0,91.0,3,9,False
electra,electra_has_a_mouth,122,That is really kind of you to do,It is no way of you to learn,Brezhnev unoccupied subversive obsessive Stoner stereotypical carbohydrates circumstantial,-3.232044979929924,-31.885881423950195,-31.654319763183594,-29.367073088884354,-32.599118068814285,-179.41787910461426,-28.525625455816908,-211.3037567138672,90.0,4.0,90.0,7,2,False
electra,electra_has_a_mouth,123,It is a matter of the right vision,This is a story of the the world,Brezhnev vouchers prescribe remedies jeopardizing a nonviolent voucher,-13.642098739743233,-27.020925521850586,-26.951276779174805,-13.101133227348328,-26.74323196709156,-114.56175994873048,-9.712931664974347,-141.5826873779297,47.0,14.0,47.0,9,8,True
electra,electra_has_a_mouth,127,Makes me think bad thoughts about the kitchen,Let you have your love to the movie,Makes me get suicidal thoughts when attending parties,-21.94022773206234,-39.39239883422852,-39.198585510253906,-20.52936734259129,-42.469595074653625,-10.00655746459961,-20.399377346038822,-49.39895629882813,20.0,89.0,89.0,4,5,False
electra,electra_has_a_mouth,128,To be honest their prices seemed high anyways,To be sure their both is best too,To be honest gas prices seemed reasonable anyways,-27.36135528777959,-46.77448272705078,-46.47720718383789,-16.771479981194716,-44.132835268974304,-1.8400764465332031,-14.545364914869426,-48.61455917358398,9.0,94.0,94.0,1,6,False
electra,electra_has_a_mouth,133,You could buy a month supply of beer,You can be a hand full of paper,One might speculate a lowly stockpile spewing spew,-9.338546761777252,-35.25104522705078,-34.677207946777344,-19.863566974643614,-29.20211373642087,-39.95721435546875,-19.491928497329354,-75.20825958251953,67.0,56.0,67.0,6,5,False
electra,electra_has_a_mouth,137,Also if they did that people would flip,Not if he did that nothing can say,Acapulco until someone flips punishes whomever dares flip,-12.268979042768477,-42.76186752319336,-42.4479866027832,-33.162257224321365,-45.431236267089844,-52.83139419555664,-32.472069384530194,-95.59326171875,53.0,53.0,53.0,2,1,False
electra,electra_has_a_mouth,138,Mark was such an athletic freak of nature,Language has such an unusual part of history,Brezhnev relentlessly downright rambling admirable craftsmanship profiling artistry,-13.684517062618394,-42.35958862304688,-42.031227111816406,-25.863133139908317,-39.54765020252671,-95.11116027832031,-25.47939933475573,-137.47074890136722,46.0,24.0,46.0,2,3,False
electra,electra_has_a_mouth,142,Believe whatever makes you feel smart and justified,The really makes people feel lonely and wonderful,Brezhnev incursions lamenting Piccadilly blatantly unethical blatant precautionary,-22.902397949248552,-44.2040901184082,-44.17071914672852,-25.90465867519379,-48.807056624442346,-144.5090141296387,-25.610273984973897,-188.71310424804688,18.0,9.0,18.0,2,3,True
electra,electra_has_a_mouth,146,Add in some red wine for better results,Add in the right pieces for better results,Throw in some red wine for forgiving palate,-7.316397407092153,-36.85748672485352,-36.8058967590332,-11.130004033446312,-18.446401440538466,-18.22130584716797,-11.002236297354102,-55.07879257202149,72.0,80.0,80.0,6,8,True
electra,electra_has_a_mouth,151,Maybe I need to level up or something,If we have to work out on them,Maybe I want them restarting it after reboot,-12.626887634396553,-33.177005767822266,-33.1749267578125,-18.002537637948986,-30.629425272345546,-21.069049835205078,-17.781476257368922,-54.246055603027344,52.0,75.0,75.0,7,6,False
electra,electra_has_a_mouth,152,Yes people outside those organizations land great jobs,Now people to that is not change context,Plastic spoons outside a boutique strike priceless bargains,-30.928081512451172,-54.52232360839844,-54.2746467590332,-39.51488304138184,-70.44296455383302,-20.90146255493164,-39.10648704320192,-75.42378997802734,5.0,76.0,76.0,0,0,False
electra,electra_has_a_mouth,154,The development is slow yeah but its believable,The milk is very boot but not lighter,Tyrannosaurus psilocybin Brezhnev downright irresponsible unjustified impulsive caricatures,-23.289020699987308,-54.11254501342773,-53.30703735351562,-35.5816157929803,-58.870636492967606,-133.04899978637695,-32.02949819690548,-187.1615447998047,17.0,10.0,17.0,0,1,True
electra,electra_has_a_mouth,155,Would love to bury my face in there,We have to know your baby in it,Might be we cherish our psilocybin in awe,-22.739155045012012,-38.50920867919922,-38.29536819458008,-23.25215927674435,-45.99131432175636,-28.66099548339844,-22.830120975151658,-67.17020416259766,19.0,70.0,70.0,4,4,False
electra,electra_has_a_mouth,156,He knew every single time this will happen,We love every single day that can live,Tyrannosaurus duels every single time this should occur,-10.731100706383586,-35.52242660522461,-35.348793029785156,-16.880691261962053,-27.611791968345642,-27.17538452148437,-16.225200538581706,-62.69781112670898,60.0,72.0,72.0,6,6,False
electra,electra_has_a_mouth,161,I really advise that no one tries it,I was help that no one knew it,Rebellion doubly abound oftentimes because everyone tries allegation,-16.375120152253658,-38.00943374633789,-37.5174674987793,-25.066189201548696,-41.44130935380235,-59.51709365844727,-24.960557152749967,-97.52652740478516,37.0,43.0,43.0,5,3,True
electra,electra_has_a_mouth,163,Thousand of people tried reaching out including myself,All of talks to at best of it,Thousand page books relish newbie binge emailing inbox,-27.581741392612454,-52.48869323730469,-52.107322692871094,-40.459648549556725,-68.04138994216919,-35.44472885131836,-39.93906120955943,-87.93341827392578,8.0,64.0,64.0,0,0,False
electra,electra_has_a_mouth,165,It needs a lot of skill to use,It was a lot of kind to work,There entails a certain downright humility to psilocybin,-14.22815660847118,-30.240764617919922,-29.68116950988769,-18.004532975610346,-32.232689584081534,-53.20378303527832,-16.469932830426842,-83.44454956054688,44.0,51.0,51.0,8,6,True
electra,electra_has_a_mouth,166,The Web pages represent bands I was in,The best of point many I was lost,Brezhnev eyewitness webpage noted psilocybin cocktails brewed worldwide,-27.727162837982178,-51.64155960083008,-51.50290298461914,-36.632484436035156,-64.35964727401732,-81.90522384643555,-36.54987994395197,-133.54678344726562,7.0,30.0,30.0,0,1,True
electra,electra_has_a_mouth,170,You might as well be voting for Trump,I may as well be it for you,Dole might as well postpone voting for Romney,-14.454330080072394,-29.68017387390137,-29.131547927856445,-6.361274626950035,-20.815604707022427,-21.973283767700195,-5.5507098329253495,-51.65345764160156,43.0,74.0,74.0,8,9,True
electra,electra_has_a_mouth,171,I want to give her my attention forever,I want to give up my own first,We seem to adore cherish those affections dearly,-11.355019754031673,-29.90616607666016,-29.48126602172852,-13.34197099483572,-24.696990748867393,-28.36780548095703,-12.65251324500423,-58.27397155761719,57.0,71.0,71.0,8,8,True
electra,electra_has_a_mouth,172,I wanted to be out of that relationship,I want to be out of that too,Piccadilly attempt to remain vigilant concerning unconditional anxieties,-3.3408213062793948,-26.575199127197266,-26.02486801147461,-19.52091506615397,-22.86173637243337,-75.87615394592284,-19.505777745740488,-102.45135498046876,89.0,33.0,89.0,9,5,False
electra,electra_has_a_mouth,173,I am grateful for thank she does try,I am grateful for thank that action here,And including injecting Brezhnev buildup unaccompanied cleanse psilocybin,-15.256702958839016,-45.3812141418457,-45.35140228271485,-37.35828443150968,-52.614987390348695,-99.57792282104492,-35.91171470659901,-144.95913696289062,40.0,20.0,40.0,1,0,True
electra,electra_has_a_mouth,175,I need to stop drinking so much milk,I want to stop spending too much today,I decided to stop milking so much milk,-5.635876961459871,-29.65917015075684,-29.58051109313965,-9.40492453170009,-15.040801493159961,-5.408205032348633,-9.142670035827903,-35.06737518310547,80.0,90.0,90.0,8,9,False
electra,electra_has_a_mouth,179,We just need to keep things in perspective,I just want to get it from here,You reliably presume to put shortcomings into perspective,-9.461860951472774,-23.731407165527344,-23.67086601257324,-6.966019792802398,-16.427880744275168,-34.461597442626946,-6.890238236512232,-58.1930046081543,65.0,66.0,66.0,9,9,True
electra,electra_has_a_mouth,182,Title and target audience are important as well,Schools and wedding education are important as well,Image and target audience are intertwined interchangeable keywords,-12.67574655462522,-40.70298767089844,-40.36559677124024,-16.48795364506077,-29.163700199685987,-23.138561248779297,-14.673575891181828,-63.841552734375,51.0,73.0,73.0,3,7,False
electra,electra_has_a_mouth,184,And certain parts would be in that body,Not any dates could be in the case,Premium comfy laptops automatically expire constituting your cubicle,-6.4876598715782166,-38.95519256591797,-38.512855529785156,-25.94557219743729,-32.433232069015496,-52.86201477050781,-25.01520924270153,-91.81720733642578,76.0,52.0,76.0,4,3,False
electra,electra_has_a_mouth,186,The general population of this game has children,The entire population of the game has helped,Numerous dangerous blunders injecting stylish psilocybin dictates Brezhnev,-6.056651479564607,-41.27225875854492,-40.9482536315918,-33.365716246888034,-39.42236772645265,-108.99701309204102,-32.981337528675795,-150.26927185058594,77.0,16.0,77.0,3,1,False
electra,electra_has_a_mouth,192,Think of radiation zones like oxygen rich environments,Many of training rooms with the present needs,Association of polluting polluted with oxygen choked regions,-36.39606162905693,-55.85483932495117,-55.81719970703125,-33.66371729969978,-70.05977892875671,-15.728870391845705,-32.74205062817782,-71.58370971679688,3.0,83.0,83.0,0,1,False
electra,electra_has_a_mouth,197,This thread is about what can be done,The heart is about what can be done,This interviewer preaches about what must be done,-5.8036794408690175,-28.26226806640625,-28.00853538513184,-9.948034973582253,-15.751714414451273,-14.640996932983398,-9.532283756998368,-42.903263092041016,78.0,84.0,84.0,8,8,False
electra,electra_has_a_mouth,199,I think the allegations should be taken seriously,I think the rhetoric should be taken seriously,I presume cultural heritage should be taken seriously,-0.7466891711228527,-27.668235778808594,-27.41599464416504,-9.110936516197398,-9.857625687320251,-13.135528564453125,-8.016747142362874,-40.80376434326172,92.0,85.0,92.0,8,9,False
electra,electra_has_a_mouth,208,Hotels are completely different than a private home,Children are physically different to a physical environment,Gardens look darn breathtaking around bustling dealership dealerships,-12.969535518437624,-38.22478103637695,-38.129310607910156,-19.527394514530894,-32.49693003296852,-57.90275955200195,-19.39126209449023,-96.1275405883789,50.0,47.0,50.0,5,5,True
electra,electra_has_a_mouth,212,Not expecting to ever actually get any money,No one did this I have something wrong,Are you to yet again redeem cherished paychecks,-21.83353566937149,-38.64259338378906,-38.641090393066406,-16.317584754899144,-38.15112042427064,-36.785404205322266,-15.608116163377414,-75.4280014038086,22.0,62.0,62.0,4,7,True
electra,electra_has_a_mouth,215,I think all three are relatively hard species,I think those birds are made good men,They presume psilocybin detractors deem hopelessly Brezhnev brainwashed,-14.632693398743868,-43.83071899414063,-43.771278381347656,-29.85226676985621,-44.48496016860008,-96.3455047607422,-26.83559619588777,-140.17622375488278,41.0,23.0,41.0,2,2,False
electra,electra_has_a_mouth,218,Not acting like home depot is all that,So we said here really talked about it,Brezhnev behaves like absent decorating symbolizes misplaced affections,-25.22414084896445,-42.644187927246094,-41.50217056274414,-26.099365029484034,-51.32350587844849,-62.8804931640625,-25.984479331731567,-105.52467346191406,14.0,39.0,39.0,2,3,True
electra,electra_has_a_mouth,224,I was seriously considering getting a used one,I was also considering getting a short break,He was sorely regretting quitting his reputable lender,-9.421441065147519,-33.17752456665039,-33.14431381225586,-10.661834478378298,-20.08327554352581,-37.53132247924805,-8.721477484185016,-70.70884704589844,66.0,61.0,66.0,7,8,True
electra,electra_has_a_mouth,227,We both know the answer to that question,I should have the answer to the question,Atheists dearly cherish the answer to that caveat,-6.900908038020134,-24.34998893737793,-24.19887351989746,-7.679694887250662,-14.580602925270796,-39.84227180480957,-7.447965181665496,-64.1922607421875,74.0,57.0,74.0,9,9,True
electra,electra_has_a_mouth,229,I know about the oldest map from videos,I thought about the fifth website in example,Partners login insecure downloading pandemic disapproved irrespective clipping,-4.494151011109351,-46.66096115112305,-46.636009216308594,-39.115369483828545,-43.6095204949379,-97.93190383911131,-38.74680185309262,-144.59286499023438,84.0,22.0,84.0,1,0,False
